,w_trip_id,waypoint_seq,capture_time,lat,lon,raw_speed,raw_speed_metric
192,00111cf45111ab79bcf477b4681e310b,16,2019-11-14T23:07:00.000Z,52.403325,9.735593,25.0,kph
193,00111cf45111ab79bcf477b4681e310b,16,2019-11-14T23:07:00.000Z,52.403325,9.735593,25.0,kph
194,00111cf45111ab79bcf477b4681e310b,31,2019-11-14T23:10:45.000Z,52.422957,9.733008,41.0,kph
195,00111cf45111ab79bcf477b4681e310b,31,2019-11-14T23:10:45.000Z,52.422957,9.733008,41.0,kph
196,00111cf45111ab79bcf477b4681e310b,17,2019-11-14T23:07:15.000Z,52.40538,9.7353,57.0,kph
197,00111cf45111ab79bcf477b4681e310b,17,2019-11-14T23:07:15.000Z,52.40538,9.7353,57.0,kph
198,00111cf45111ab79bcf477b4681e310b,3,2019-11-14T23:03:45.000Z,52.395045,9.744625,,kph
199,00111cf45111ab79bcf477b4681e310b,3,2019-11-14T23:03:45.000Z,52.395045,9.744625,,kph
200,00111cf45111ab79bcf477b4681e310b,4,2019-11-14T23:04:00.000Z,52.396175,9.743589,51.0,kph
201,00111cf45111ab79bcf477b4681e310b,4,2019-11-14T23:04:00.000Z,52.396175,9.743589,51.0,kph
202,00111cf45111ab79bcf477b4681e310b,39,2019-11-14T23:12:45.000Z,52.429442,9.749274,75.0,kph
203,00111cf45111ab79bcf477b4681e310b,39,2019-11-14T23:12:45.000Z,52.429442,9.749274,75.0,kph
204,00111cf45111ab79bcf477b4681e310b,32,2019-11-14T23:11:00.000Z,52.424054,9.732832,58.0,kph
205,00111cf45111ab79bcf477b4681e310b,32,2019-11-14T23:11:00.000Z,52.424054,9.732832,58.0,kph
206,00111cf45111ab79bcf477b4681e310b,18,2019-11-14T23:07:30.000Z,52.407675,9.735075,61.0,kph
207,00111cf45111ab79bcf477b4681e310b,18,2019-11-14T23:07:30.000Z,52.407675,9.735075,61.0,kph
208,00111cf45111ab79bcf477b4681e310b,5,2019-11-14T23:04:15.000Z,52.397745,9.742043,44.0,kph
209,00111cf45111ab79bcf477b4681e310b,5,2019-11-14T23:04:15.000Z,52.397745,9.742043,44.0,kph
210,00111cf45111ab79bcf477b4681e310b,7,2019-11-14T23:04:45.000Z,52.399235,9.736851,42.0,kph
211,00111cf45111ab79bcf477b4681e310b,7,2019-11-14T23:04:45.000Z,52.399235,9.736851,42.0,kph
212,00111cf45111ab79bcf477b4681e310b,38,2019-11-14T23:12:30.000Z,52.428713,9.744877,76.0,kph
213,00111cf45111ab79bcf477b4681e310b,38,2019-11-14T23:12:30.000Z,52.428713,9.744877,76.0,kph
214,00111cf45111ab79bcf477b4681e310b,29,2019-11-14T23:10:15.000Z,52.420584,9.733453,,kph
215,00111cf45111ab79bcf477b4681e310b,29,2019-11-14T23:10:15.000Z,52.420584,9.733453,,kph
216,00111cf45111ab79bcf477b4681e310b,40,2019-11-14T23:13:00.000Z,52.430444,9.753619,71.0,kph
217,00111cf45111ab79bcf477b4681e310b,40,2019-11-14T23:13:00.000Z,52.430444,9.753619,71.0,kph
218,00146632a11da9cb581ddc71f2db4291,65,2019-08-24T12:59:28.000Z,52.45784,9.95565,74.0,kph
219,00146632a11da9cb581ddc71f2db4291,45,2019-08-24T12:57:48.000Z,52.46131,9.98961,87.0,kph
220,00146632a11da9cb581ddc71f2db4291,102,2019-08-24T13:02:36.000Z,52.43031,9.89354,112.0,kph
221,00146632a11da9cb581ddc71f2db4291,162,2019-08-24T13:11:15.000Z,52.4299,9.847,57.0,kph
222,00146632a11da9cb581ddc71f2db4291,154,2019-08-24T13:10:25.000Z,52.43016,9.85277,60.0,kph
223,00146632a11da9cb581ddc71f2db4291,69,2019-08-24T12:59:48.000Z,52.45724,9.95144,67.0,kph
224,00146632a11da9cb581ddc71f2db4291,3,2019-08-24T12:53:59.000Z,52.45156,10.01461,9.0,kph
225,00146632a11da9cb581ddc71f2db4291,4,2019-08-24T12:54:04.000Z,52.45156,10.01475,1.0,kph
226,00146632a11da9cb581ddc71f2db4291,166,2019-08-24T13:11:40.000Z,52.43093,9.84813,39.0,kph
227,00146632a11da9cb581ddc71f2db4291,103,2019-08-24T13:02:41.000Z,52.42949,9.89183,102.0,kph
228,00146632a11da9cb581ddc71f2db4291,81,2019-08-24T13:00:47.000Z,52.44568,9.93823,112.0,kph
229,00146632a11da9cb581ddc71f2db4291,105,2019-08-24T13:02:51.000Z,52.42879,9.88842,84.0,kph
230,00146632a11da9cb581ddc71f2db4291,159,2019-08-24T13:10:55.000Z,52.42786,9.84859,10.0,kph
231,00146632a11da9cb581ddc71f2db4291,97,2019-08-24T13:02:06.000Z,52.43532,9.90564,123.0,kph
232,00146632a11da9cb581ddc71f2db4291,167,2019-08-24T13:11:45.000Z,52.43108,9.84899,43.0,kph
233,00146632a11da9cb581ddc71f2db4291,75,2019-08-24T13:00:17.000Z,52.45284,9.94492,107.0,kph
